minute,total_qps,mean_cpu,max_cpu,mean_latency,max_latency,n_tenants
87,173.85999999999999,9.81875,36.66,19.90625,39.49,8
88,161.28,10.26875,30.64,18.72125,37.54,8
89,168.98000000000002,11.07625,41.65,19.03875,42.61,8
90,168.95,10.71,44.61,19.01625,45.81,8
91,158.95,10.11125,37.58,18.57875,37.56,8
92,137.26,8.90625,35.89,17.185000000000002,39.1,8
93,167.26,10.10875,36.34,18.925,40.09,8
94,158.72,9.44875,33.94,18.52625,39.29,8
95,212.25000000000003,13.217500000000001,36.39,21.73375,37.65,8
96,195.5,12.20375,42.18,20.31625,38.52,8
97,184.26999999999998,11.69875,31.14,20.025,35.85,8
98,150.44,7.70875,27.55,18.28375,33.39,8
99,175.55,10.967500000000001,41.0,19.39875,42.72,8
100,154.7,9.88375,35.69,18.435,36.98,8
101,149.66,10.868749999999999,36.23,18.01875,39.59,8
102,140.76,9.3475,40.6,17.05375,40.26,8
103,151.61,9.30125,32.99,18.2375,37.0,8
104,152.74,9.82375,33.88,18.26375,37.67,8
105,151.64,10.13125,25.83,18.35,33.54,8
106,144.45999999999998,9.42625,32.9,17.8525,36.61,8
107,170.22,9.63,33.39,19.195,39.22,8
108,152.21,9.088750000000001,36.6,18.2075,37.51,8
109,157.24,7.762499999999999,35.54,18.3425,37.97,8
110,158.04,8.9125,28.98,18.4875,36.34,8
111,146.69,9.35125,36.3,17.71875,36.99,8
112,151.36,8.8875,35.62,17.8575,41.31,8
113,160.94,10.90125,42.04,18.48625,41.35,8
114,124.57,6.31625,33.79,16.50875,34.15,8
115,164.41,10.592500000000001,31.3,18.966250000000002,36.24,8
116,153.62,9.24625,42.1,18.25125,40.31,8
117,149.29999999999998,9.3725,37.74,18.08375,36.74,8
118,157.75,9.6175,32.21,18.5775,36.94,8
119,170.4,10.85125,37.5,19.17375,39.43,8
120,139.64000000000001,9.39875,37.32,17.43375,39.03,8
121,143.98000000000002,7.51375,28.51,17.84875,34.51,8
122,171.85999999999999,10.025,37.77,19.26625,40.76,8
123,150.0,10.985,36.88,18.17875,36.69,8
124,170.26,10.345,38.52,19.16125,40.14,8
125,168.83,10.66625,40.9,19.01625,42.67,8
126,157.57,9.6475,27.09,18.57625,36.41,8
127,160.29,10.71,28.52,18.51375,34.17,8
128,157.16,11.303749999999999,35.77,18.48625,38.37,8
129,152.76,9.21875,28.36,18.377499999999998,34.9,8
130,170.29,11.469999999999999,44.01,19.8725,41.77,8
131,161.92,10.53,37.29,18.69125,39.76,8
132,176.57,9.61,34.91,19.4525,39.53,8
133,162.6,11.34875,38.95,18.7625,38.42,8
134,155.96,9.40125,35.68,18.451249999999998,37.79,8
135,162.51,10.51,38.67,18.67125,41.77,8
136,168.08,10.38125,40.28,18.7175,44.52,8
137,168.63,9.3425,35.75,19.13125,39.07,8
138,151.21,9.9675,31.31,17.9975,36.99,8
139,221.84,13.215,40.31,21.62,41.74,8
140,188.15,11.536249999999999,37.01,20.009999999999998,38.12,8
141,157.72,9.428749999999999,29.76,18.30125,35.98,8
142,172.32,11.18125,40.74,19.27,41.23,8
143,200.21,12.8925,41.45,20.2625,42.76,8
144,177.34,11.58875,40.73,19.42125,40.6,8
145,204.32999999999998,12.938749999999999,38.16,20.84625,40.32,8
146,186.65,10.60375,31.02,20.05125,39.13,8
147,183.32,12.4575,46.22,19.8075,43.97,8
148,171.86,10.71375,38.41,19.23625,40.65,8
149,152.16,11.7525,36.62,18.32875,34.47,8
150,174.18,9.98875,40.63,19.3925,41.73,8
151,176.14,11.5125,41.69,19.47875,41.88,8
152,170.37,11.116249999999999,38.55,19.19375,38.65,8
153,189.21,12.4225,40.26,20.958750000000002,38.99,8
154,187.1,10.9,38.55,20.7475,39.93,8
155,157.0,10.3225,26.55,18.62125,34.77,8
156,170.62,11.69,45.04,19.135,42.65,8
157,176.77,11.16375,33.61,19.50875,40.8,8
158,151.89,8.57625,31.52,18.33125,34.97,8
159,168.89,10.615,38.31,19.53875,40.26,8
160,175.58,12.55125,43.36,19.43375,43.44,8
161,150.96,10.25875,26.87,18.2775,35.48,8
162,167.21,10.75625,39.99,18.9525,42.0,8
163,128.77,6.87,20.58,16.35875,32.51,8
164,161.76000000000002,10.02,34.06,18.745,38.45,8
165,145.23000000000002,8.23625,34.32,17.81375,37.74,8
166,175.57,10.56875,48.65,19.6025,46.06,8
167,149.78,9.405,38.52,17.62375,40.92,8
168,149.48999999999998,8.9775,36.86,17.783749999999998,39.94,8
169,154.29,11.69625,35.98,18.35125,36.81,8
170,160.69,9.33125,35.89,18.73,39.17,8
171,176.22,12.5875,43.88,19.423750000000002,44.51,8
172,171.42,10.03,39.24,19.23375,40.99,8
173,166.38,10.07875,34.75,19.0175,38.16,8
174,179.17000000000002,10.30875,37.41,19.66375,40.83,8
175,177.93,11.8025,48.25,19.57125,44.52,8
176,150.79,9.43125,31.64,18.06,37.0,8
177,168.82,9.9,38.95,19.0825,42.75,8
178,185.07,11.89375,37.59,19.9425,40.91,8
179,179.25,12.100000000000001,33.96,19.72875,38.28,8
180,172.48,11.1275,37.11,19.36375,37.01,8
181,166.43,11.685,39.88,18.89,40.94,8
182,153.72,11.46,35.96,18.287499999999998,37.9,8
183,192.75,10.85625,33.64,20.4225,42.59,8
184,219.19,12.84125,44.34,22.065,45.04,8
185,188.79999999999998,12.3025,39.11,20.17875,39.48,8
186,185.91,12.14375,38.21,19.98125,39.96,8
187,195.43,13.65625,47.75,20.43875,46.71,8
188,181.1,11.8475,38.06,19.78625,39.67,8
189,175.26999999999998,11.4,35.37,19.44375,40.93,8
190,209.69,13.2125,40.08,21.64125,41.61,8
191,163.12,10.536249999999999,33.08,18.747500000000002,37.77,8
192,186.68,12.1875,39.04,20.08625,40.36,8
193,175.6,12.203750000000001,33.52,19.5375,38.48,8
194,198.57,13.2625,44.48,20.995,44.89,8
195,154.24,10.46875,26.43,18.5575,30.76,8
196,186.94,13.1525,32.54,20.62625,38.72,8
197,174.28,10.26125,29.83,19.5025,35.2,8
198,179.32999999999998,10.75125,37.24,19.708750000000002,39.01,8
199,199.27,13.612499999999999,38.75,21.47625,40.31,8
200,155.12,10.49625,29.09,18.52375,33.29,8
201,178.01,11.3025,40.93,19.5975,40.56,8
202,208.94000000000003,12.2675,42.57,22.01125,43.86,8
203,196.70000000000002,13.045,44.87,20.53875,46.21,8
204,197.84,13.70625,47.06,20.9725,46.69,8
205,180.95,11.989999999999998,36.11,20.458750000000002,38.26,8
206,178.2,8.18375,38.34,19.585,45.79,8
207,185.42000000000002,11.77375,41.66,20.51375,44.53,8
208,179.15,9.01,35.87,20.35375,38.97,8
209,179.53,12.00375,36.93,20.02375,38.97,8
210,185.79999999999998,11.45,40.11,20.03875,41.04,8
211,224.14,13.424999999999999,39.86,21.92625,38.65,8
212,230.75,12.95375,35.43,23.08125,43.02,8
213,224.55,15.26,48.06,22.794999999999998,44.12,8
214,188.20000000000002,11.30875,40.19,20.11125,41.36,8
215,231.4,14.75875,40.51,23.16125,46.81,8
216,201.56,13.4025,39.49,20.83875,44.53,8
217,198.15,11.8125,43.96,20.66,44.26,8
218,214.89000000000001,13.5725,48.86,22.2175,48.29,8
219,192.87,12.88625,40.8,20.4,42.52,8
220,191.5,12.033750000000001,34.81,20.294999999999998,41.25,8
221,199.76,11.37625,38.63,20.75,38.11,8
222,221.17000000000002,15.38375,43.58,22.6375,43.91,8
223,216.79999999999998,14.44,38.79,22.48125,39.46,8
224,196.18,12.065,43.41,20.76375,43.02,8
225,192.31,11.555,41.92,21.03125,43.95,8
226,227.01,13.525,43.52,22.936249999999998,43.15,8
227,179.35999999999999,9.87625,37.21,19.71,39.73,8
228,194.5,13.07,37.88,20.7125,40.26,8
229,207.68,13.393749999999999,40.76,21.79,41.12,8
230,225.13,13.0875,46.83,22.8125,47.38,8
231,205.68,13.2025,44.63,21.67625,44.11,8
232,227.16,15.547500000000001,50.77,22.12875,49.25,8
233,231.89,17.30125,49.03,22.9575,47.2,8
234,232.89,16.08875,49.89,23.27125,49.62,8
235,237.81,14.5175,41.3,23.298750000000002,42.24,8
236,306.32,18.5975,38.79,26.61875,44.11,8
237,261.52,16.155,43.72,24.61625,43.33,8
238,232.29,14.8775,34.39,23.2575,36.66,8
239,245.86,14.45125,38.15,23.89,42.4,8
240,242.62,14.0625,36.8,23.681250000000002,43.56,8
241,222.13,13.3475,42.9,22.6925,44.05,8
242,242.31,16.6925,54.68,23.7,47.29,8
243,238.74,13.55875,44.78,23.475,44.34,8
244,217.78,13.3825,45.15,21.655,42.64,8
245,261.34999999999997,15.0,40.79,24.62375,44.75,8
246,307.85,18.71875,46.93,26.6825,46.95,8
247,270.35,17.43,55.69,24.025000000000002,49.02,8
248,282.51,15.629999999999999,47.93,25.4825,49.7,8
249,241.54999999999998,17.743750000000002,43.99,23.51625,43.05,8
250,219.89000000000001,14.865,38.67,22.29375,38.83,8
251,240.4,13.29625,38.59,23.5175,41.51,8
252,228.41,14.95375,35.73,22.70125,39.79,8
253,247.9,14.83,38.49,23.995,44.05,8
254,249.62,15.1575,43.52,24.0225,44.07,8
255,259.69,16.25,43.61,24.564999999999998,44.98,8
256,266.88,16.52,45.62,24.925,47.58,8
257,218.6,15.056249999999999,40.91,22.4175,40.85,8
258,244.4,14.79125,30.9,23.794999999999998,41.19,8
259,250.09,16.71125,56.89,24.17125,51.18,8
260,269.12,18.45625,45.47,24.96,43.76,8
261,275.94,16.1125,43.06,25.34,42.88,8
262,267.9,16.9925,41.67,24.92,42.35,8
263,285.77,18.64125,55.41,25.94375,52.04,8
264,305.3,19.27375,46.36,26.485,46.1,8
265,369.56,23.37875,44.98,29.56625,46.28,8
266,326.25,20.0225,42.91,27.53875,41.77,8
267,334.52,21.915,38.63,27.93375,43.41,8
268,280.16,18.5,47.39,25.55875,46.38,8
269,280.37,15.1275,37.94,25.59125,44.25,8
270,311.05,19.05375,49.9,27.0375,49.21,8
271,305.15,20.591250000000002,43.29,26.685,45.87,8
272,355.83000000000004,21.42125,44.68,28.88875,45.24,8
273,309.59,18.697499999999998,49.69,26.895,45.55,8
274,320.03,20.424999999999997,52.66,27.3575,50.82,8
275,278.35,16.85125,45.7,25.43625,43.07,8
276,290.86,18.502499999999998,55.44,26.105,50.85,8
277,317.03,20.997500000000002,50.67,27.25375,47.54,8
278,327.52000000000004,20.12375,49.42,27.7775,51.09,8
279,309.86,21.59,46.18,26.92625,44.71,8
280,288.8,18.986250000000002,45.35,25.91,43.27,8
281,308.65,20.66875,46.5,26.892500000000002,47.24,8
282,322.11,19.11375,49.47,27.498749999999998,48.41,8
283,304.01,18.75,39.01,26.605,43.57,8
284,298.21,19.43875,41.16,26.291249999999998,43.3,8
285,299.85,18.357499999999998,46.91,26.44625,46.69,8
286,334.99,20.4875,48.38,28.18125,52.41,8
287,320.66,19.895,50.03,27.50375,51.5,8
288,385.02,22.8675,46.39,30.38625,48.72,8
289,360.15,24.18625,46.37,29.18125,44.91,8
290,342.92,20.555,50.63,28.46625,50.64,8
291,328.09,20.46125,51.85,27.80375,50.41,8
292,408.91,24.98625,52.47,31.565,51.26,8
293,380.32,22.9975,44.62,30.0175,45.37,8
294,332.90000000000003,19.54,49.82,28.0275,49.62,8
295,386.29,24.60375,50.28,30.4825,51.05,8
296,328.32,19.14875,45.33,27.76125,48.84,8
297,342.25,20.63875,42.06,28.26,43.49,8
298,463.11,30.186249999999998,71.06,35.222500000000004,74.41,8
299,417.27,25.86625,62.78,32.277499999999996,59.58,8
300,437.12,26.01875,64.31,33.3,58.9,8
301,356.72,22.63,42.96,29.005,45.7,8
302,363.86,22.175,51.88,29.5175,54.58,8
303,337.96000000000004,21.54625,48.72,28.2075,47.61,8
304,364.36,22.45375,46.25,29.33,46.26,8
305,365.63,23.775,53.27,29.5275,51.21,8
306,372.06,22.375,49.68,29.725,49.4,8
307,360.95,21.80375,47.46,29.2425,50.79,8
308,353.11,21.64125,39.83,28.90125,47.64,8
309,365.29,22.715,45.39,29.43,48.8,8
310,368.5,24.065,49.94,29.5375,47.69,8
311,365.59000000000003,22.025,44.3,29.385,45.42,8
312,389.14,23.892500000000002,49.31,30.47,49.03,8
313,392.91,26.09125,55.02,30.8175,54.5,8
314,373.89,22.10125,49.42,29.80375,48.92,8
315,427.13,25.98625,58.32,32.65,61.92,8
316,407.98,26.14,50.93,31.41625,50.85,8
317,390.91,26.052500000000002,55.82,30.675,51.96,8
318,462.8,30.01625,63.56,34.15875,56.05,8
319,416.58000000000004,24.9975,53.58,31.815,50.76,8
320,419.59,26.435,52.33,31.94875,52.26,8
321,385.69,23.215,42.52,30.31125,47.02,8
322,397.36,25.36125,48.57,30.87,50.21,8
323,411.1,25.7,51.68,31.5975,53.85,8
324,419.71,25.830000000000002,59.2,32.129999999999995,57.58,8
325,410.47,26.05375,49.59,31.475,49.49,8
326,380.61,24.87375,46.41,30.10125,48.21,8
327,398.36,25.62125,55.65,30.9925,51.35,8
328,396.59,23.6575,48.47,30.93125,50.46,8
329,451.87,30.3425,63.63,33.9,63.26,8
330,401.09999999999997,23.669999999999998,53.27,31.33375,57.34,8
331,417.92,25.8075,59.53,32.00625,56.09,8
332,393.43,25.22625,48.73,30.75875,51.46,8
333,434.23,28.24125,56.64,32.86875,58.41,8
334,414.11,26.306250000000002,49.5,31.585,49.01,8
335,433.01,27.28,60.84,32.65125,55.75,8
336,400.35,24.830000000000002,42.56,31.0275,49.9,8
337,432.71,27.8175,46.43,32.55375,49.13,8
338,462.71000000000004,29.50625,71.34,35.65625,78.52,8
339,487.63,31.23,73.25,36.9975,83.77,8
340,527.32,32.76375,67.92,38.588750000000005,69.76,8
341,498.48,29.69,59.81,36.215,61.07,8
342,475.40999999999997,30.4575,60.53,35.045,58.32,8
343,446.98,28.61875,54.43,33.21875,50.82,8
344,474.31,28.085,53.36,34.714999999999996,56.27,8
345,473.58,28.2275,49.78,34.503750000000004,53.78,8
346,454.98,28.9025,59.7,33.71125,55.58,8
347,441.82,27.82125,57.4,33.315,60.95,8
348,455.06,29.0225,56.54,33.70125,55.15,8
349,440.55,25.865,50.64,32.86125,51.09,8
350,455.48,27.588749999999997,60.0,33.7425,56.62,8
351,456.34,27.54125,44.46,33.60375,51.99,8
352,490.24,32.15,53.73,35.4175,55.62,8
353,490.84,29.39875,50.62,35.305,49.9,8
354,442.5,29.798750000000002,59.13,33.0425,53.57,8
355,475.05,29.05375,58.77,34.64875,56.23,8
356,477.91999999999996,29.78,63.88,35.1275,64.07,8
357,588.07,36.78875,96.62,74.19500000000001,358.07,8
358,516.1,32.645,63.5,37.4025,68.69,8
359,499.56,32.65125,66.48,36.5725,69.16,8
360,480.18,28.37875,58.25,34.89625,52.83,8
361,499.80999999999995,32.18125,58.82,36.0675,58.74,8
362,467.42,28.47875,57.9,34.3425,56.83,8
363,504.53999999999996,29.4725,51.63,36.08625,57.23,8
364,484.15999999999997,29.71625,56.56,35.30875,59.75,8
365,492.24,31.25375,61.61,35.66625,59.03,8
366,504.34,32.01,66.32,36.43375,62.69,8
367,518.51,30.90375,58.97,37.0025,63.88,8
368,508.03000000000003,31.862499999999997,67.58,36.9075,70.58,8
369,513.92,31.45875,59.12,36.801249999999996,60.66,8
370,516.84,33.2625,67.56,37.04625,63.62,8
371,507.7,33.3975,61.48,36.76125,64.59,8
372,526.02,33.59875,60.32,37.435,61.67,8
373,517.5,33.13125,57.41,37.005,60.95,8
374,534.8,35.0325,62.26,37.975,60.7,8
375,526.17,34.41625,70.58,37.61125,68.51,8
376,515.78,33.73375,65.9,37.1075,64.0,8
377,515.55,30.88875,59.63,36.725,56.43,8
378,510.08,31.32625,54.93,36.34125,55.74,8
379,544.04,34.67125,60.37,38.165,59.17,8
380,556.74,35.1125,71.02,39.26375,68.0,8
381,566.1899999999999,36.3675,66.38,40.3875,69.81,8
382,546.53,34.23,62.34,38.43875,63.16,8
383,550.29,34.9975,70.71,39.01375,63.66,8
384,570.26,35.5825,75.61,40.45625,74.82,8
385,582.96,37.065,71.77,41.6325,77.85,8
386,554.97,33.64,61.0,39.1575,64.73,8
387,558.38,35.7625,66.65,39.28,64.83,8
388,579.97,35.96125,70.09,41.5075,73.52,8
389,576.42,36.3425,63.21,40.613749999999996,67.91,8
390,581.5899999999999,37.42125,67.77,40.99,68.64,8
391,564.21,34.96375,60.7,39.52125,64.04,8
392,590.33,35.23,66.61,41.3725,68.42,8
393,576.48,35.40875,67.73,40.95625,73.67,8
394,581.16,35.545,68.23,41.085,71.93,8
395,566.97,34.19875,64.94,39.60875,64.89,8
396,574.0799999999999,36.0025,67.84,40.44,71.01,8
397,629.22,39.11125,80.09,45.11375,89.48,8
398,587.75,36.7225,69.02,41.69,74.13,8
399,611.53,39.90875,72.56,42.72625,73.17,8
400,622.1700000000001,39.39625,69.55,43.6175,75.98,8
401,600.0,37.77875,73.81,42.418749999999996,80.6,8
402,603.62,33.99875,65.36,41.794999999999995,66.39,8
403,599.3100000000001,39.323750000000004,68.68,42.02,70.14,8
404,592.13,35.98,69.99,41.12375,68.35,8
405,613.84,39.175,75.58,43.17375,73.71,8
406,660.86,41.745000000000005,76.95,46.10125,86.15,8
407,644.03,39.25,68.09,44.3725,75.64,8
408,625.97,38.68,72.21,43.32625,72.4,8
409,647.04,40.57125,75.81,45.4825,84.45,8
410,615.25,38.11125,71.09,42.57125,70.06,8
411,632.98,40.3075,80.48,44.16875,80.09,8
412,656.81,42.27625,81.61,46.90875,88.3,8
413,645.1800000000001,41.4025,74.17,45.18375,82.36,8
414,672.4,41.67,93.62,51.70875,138.13,8
415,646.68,41.19,82.47,45.56625,88.91,8
416,639.84,41.1725,79.86,46.06625,96.61,8
417,645.51,38.14,74.46,46.64,93.74,8
418,660.38,42.93875,83.11,47.206250000000004,87.86,8
419,643.85,39.79375,70.7,45.23625,85.19,8
420,655.84,42.161249999999995,82.57,48.2025,107.62,8
421,668.41,42.925000000000004,87.52,49.1925,112.83,8
422,653.08,40.276250000000005,74.62,45.730000000000004,85.54,8
423,717.71,45.06125,96.31,188.72,1215.24,8
424,695.76,41.7775,94.07,59.14375,189.29,8
425,672.86,42.261250000000004,79.87,47.7575,97.78,8
426,697.46,44.90125,88.08,51.48375,121.37,8
427,707.55,43.08875,90.5,55.80875,155.51,8
428,683.22,41.07125,79.38,48.69375,102.36,8
429,685.7,42.73375,80.84,48.3375,94.55,8
430,720.09,46.53,81.17,51.805,96.99,8
431,748.08,47.636250000000004,91.65,57.08875,141.56,8
432,710.25,44.832499999999996,81.44,50.6225,91.52,8
433,714.6899999999999,45.160000000000004,83.86,51.20125,98.2,8
434,714.57,43.33625,85.29,53.41,123.6,8
435,714.68,46.575,86.08,52.12125,117.0,8
436,691.51,42.574999999999996,92.82,56.135,162.3,8
437,744.28,48.45625,100.0,75.32875,291.37,8
438,723.6999999999999,43.13625,83.76,52.51125,107.07,8
439,698.81,43.94875,83.13,51.15,111.7,8
440,736.8000000000001,47.45,94.92,61.86375,169.38,8
441,731.76,42.6225,78.77,55.777499999999996,123.47,8
442,708.38,43.566250000000004,86.29,51.1775,107.73,8
443,726.17,43.332499999999996,85.89,54.49,124.43,8
444,754.78,46.95875,92.41,64.02625,194.15,8
445,767.45,47.8275,91.75,72.10125000000001,250.81,8
446,749.01,46.3775,97.04,188.37749999999997,1198.36,8
447,744.99,46.1575,80.68,53.386250000000004,113.93,8
448,779.86,48.800000000000004,98.12,218.59125,1427.31,8
449,759.16,46.555,94.77,61.8375,179.17,8
450,752.23,48.77,100.0,217.12875,1427.31,8
451,739.9499999999999,48.92,89.56,54.777499999999996,123.5,8
452,764.43,48.2175,99.99,217.97875,1427.31,8
453,751.31,47.46375,90.83,61.67875,178.82,8
454,846.0600000000001,49.160000000000004,100.0,219.77625,1427.31,8
455,816.44,52.60625,99.71,220.95,1427.31,8
456,877.62,49.37125,100.0,218.43124999999998,1427.31,8
457,835.74,50.58,100.0,220.17875,1427.31,8
458,828.27,50.65875,100.0,222.4475,1427.31,8
459,891.1,54.11875,99.5,225.15375,1427.31,8
460,850.86,51.285,93.53,82.00125,270.32,8
461,840.94,50.448750000000004,100.0,221.415,1427.31,8
462,797.22,48.83375,100.0,220.07125,1427.31,8
463,878.9399999999999,51.646249999999995,100.0,222.1525,1427.31,8
464,848.51,48.74375,99.61,220.7025,1427.31,8
465,816.39,48.89125,100.0,220.15749999999997,1427.31,8
466,792.5999999999999,47.76,99.92,217.61374999999998,1427.31,8
467,825.4200000000001,48.455,95.56,219.35125,1427.31,8
468,815.04,51.31,98.88,224.455,1427.31,8
469,826.86,50.3025,100.0,222.27875,1427.31,8
470,789.5,51.07625,90.9,62.435,158.56,8
471,807.95,49.21,99.19,220.18875,1427.31,8
472,821.51,50.11125,98.94,223.7625,1427.31,8
473,846.8499999999999,51.707499999999996,97.1,224.29749999999999,1427.31,8
474,824.62,52.387499999999996,96.54,222.31125,1427.31,8
475,857.3,53.332499999999996,100.0,221.3125,1427.31,8
476,874.97,52.84625,100.0,226.975,1427.31,8
477,895.15,54.21875,99.11,228.2125,1427.31,8
478,888.33,54.67,94.91,226.7375,1427.31,8
479,843.1999999999999,50.13375,97.55,223.945,1427.31,8
480,853.9,52.025,98.38,225.32,1427.31,8
481,862.1,52.7875,100.0,222.58374999999998,1427.31,8
482,901.77,54.08875,98.78,232.30749999999998,1427.31,8
483,849.26,50.8925,98.88,222.84999999999997,1427.31,8
484,865.37,50.06375,100.0,224.5125,1427.31,8
485,869.28,52.39375,100.0,226.57125,1427.31,8
486,867.25,52.2075,98.48,233.34875,1427.31,8
487,872.49,51.99875,100.0,226.54500000000002,1427.31,8
488,867.78,54.160000000000004,100.0,224.39624999999998,1427.31,8
489,881.93,55.52875,100.0,228.03625,1427.31,8
490,876.76,53.54375,100.0,224.50624999999997,1427.31,8
491,894.23,53.26625,100.0,225.495,1427.31,8
492,909.87,54.5225,100.0,232.34875,1427.31,8
493,905.19,53.905,100.0,231.7125,1427.31,8
494,998.85,53.269999999999996,98.05,226.86874999999998,1427.31,8
495,1023.6899999999999,56.24375,100.0,227.405,1427.31,8
496,1001.79,56.18,98.03,230.47125,1427.31,8
497,957.74,52.44375,100.0,227.17624999999998,1427.31,8
498,946.51,54.61125,100.0,230.60875000000001,1427.31,8
499,912.54,55.72,97.61,227.46375,1427.31,8
500,919.58,54.61625,100.0,231.1175,1427.31,8
501,930.52,53.79375,100.0,226.45499999999998,1427.31,8
502,1126.98,56.89,97.17,255.76375,1427.31,8
503,1027.78,55.1175,100.0,233.2875,1427.31,8
504,1009.22,55.81,100.0,232.48,1427.31,8
505,1000.8199999999999,55.995,100.0,228.885,1427.31,8
506,987.59,57.39125,100.0,239.74874999999997,1427.31,8
507,918.59,54.70375,100.0,229.92874999999998,1427.31,8
508,947.3,56.0,100.0,228.3825,1427.31,8
509,938.55,54.68125,100.0,236.1825,1427.31,8
510,950.45,54.7825,99.97,228.90625,1427.31,8
