minute,tenant_id,workload_type,sla_ms,qps,cpu_pct,mem_pct,latency_p99_ms
161,t03_analytics,olap,500.0,12.89,4.63,42.99,16.81
162,t03_analytics,olap,500.0,11.09,4.57,43.64,15.91
163,t03_analytics,olap,500.0,11.85,3.12,39.91,16.29
164,t03_analytics,olap,500.0,12.8,6.88,33.62,16.77
165,t03_analytics,olap,500.0,12.8,1.87,43.68,16.77
166,t03_analytics,olap,500.0,17.05,8.75,49.68,18.74
167,t03_analytics,olap,500.0,12.15,8.92,43.1,16.44
168,t03_analytics,olap,500.0,11.33,4.98,41.72,16.03
169,t03_analytics,olap,500.0,12.91,9.46,46.29,16.82
170,t03_analytics,olap,500.0,14.94,7.2,37.65,17.79
171,t03_analytics,olap,500.0,12.49,8.3,42.03,16.62
172,t03_analytics,olap,500.0,12.49,8.36,36.5,16.62
173,t03_analytics,olap,500.0,15.2,12.45,54.69,17.91
174,t03_analytics,olap,500.0,15.43,11.52,38.99,18.01
175,t03_analytics,olap,500.0,11.89,7.16,41.16,16.31
176,t03_analytics,olap,500.0,13.38,6.85,52.34,17.05
177,t03_analytics,olap,500.0,13.76,6.43,34.18,17.23
178,t03_analytics,olap,500.0,15.28,11.33,47.37,17.94
179,t03_analytics,olap,500.0,14.13,11.9,47.12,17.41
180,t03_analytics,olap,500.0,13.01,5.07,41.8,16.87
181,t03_analytics,olap,500.0,11.8,1.69,41.34,16.27
182,t03_analytics,olap,500.0,13.39,3.06,41.1,17.06
183,t03_analytics,olap,500.0,14.39,3.37,40.17,17.53
184,t03_analytics,olap,500.0,12.94,6.24,44.23,16.83
185,t03_analytics,olap,500.0,13.04,9.1,42.4,16.89
186,t03_analytics,olap,500.0,11.99,5.33,41.97,16.36
187,t03_analytics,olap,500.0,12.23,6.85,35.56,16.49
188,t03_analytics,olap,500.0,15.47,6.32,35.21,18.03
189,t03_analytics,olap,500.0,13.85,11.57,40.48,17.27
190,t03_analytics,olap,500.0,38.04,23.05,46.64,26.81
191,t03_analytics,olap,500.0,26.35,14.94,51.59,22.53
192,t03_analytics,olap,500.0,21.88,13.54,53.83,20.77
193,t03_analytics,olap,500.0,21.03,13.14,40.96,20.43
194,t03_analytics,olap,500.0,18.21,8.4,45.56,19.24
195,t03_analytics,olap,500.0,14.15,5.17,41.38,17.42
196,t03_analytics,olap,500.0,14.38,7.94,40.46,17.53
197,t03_analytics,olap,500.0,16.0,0.44,33.84,18.27
198,t03_analytics,olap,500.0,12.48,5.79,46.73,16.61
199,t03_analytics,olap,500.0,15.25,7.97,35.71,17.93
200,t03_analytics,olap,500.0,14.69,13.57,46.32,17.67
201,t03_analytics,olap,500.0,14.46,7.79,51.76,17.56
202,t03_analytics,olap,500.0,15.97,11.75,37.57,18.26
203,t03_analytics,olap,500.0,12.27,5.1,36.42,16.5
204,t03_analytics,olap,500.0,13.41,10.97,42.28,17.06
205,t03_analytics,olap,500.0,16.79,8.52,43.23,18.62
206,t03_analytics,olap,500.0,14.2,3.56,36.88,17.44
207,t03_analytics,olap,500.0,14.67,9.11,44.24,17.66
208,t03_analytics,olap,500.0,13.39,4.28,49.64,17.05
209,t03_analytics,olap,500.0,14.83,8.34,43.47,17.73
210,t03_analytics,olap,500.0,13.56,2.45,43.83,17.13
211,t03_analytics,olap,500.0,14.85,2.68,38.25,17.74
212,t03_analytics,olap,500.0,13.7,6.27,36.4,17.2
213,t03_analytics,olap,500.0,12.04,3.67,38.84,16.39
214,t03_analytics,olap,500.0,14.32,7.01,44.21,17.49
215,t03_analytics,olap,500.0,15.82,12.92,44.12,18.19
216,t03_analytics,olap,500.0,16.93,9.69,50.99,18.68
217,t03_analytics,olap,500.0,15.93,6.47,35.51,18.24
218,t03_analytics,olap,500.0,12.59,0.1,47.23,16.66
219,t03_analytics,olap,500.0,13.96,5.97,34.41,17.33
220,t03_analytics,olap,500.0,14.59,12.61,42.66,17.62
221,t03_analytics,olap,500.0,12.89,4.05,37.99,16.81
222,t03_analytics,olap,500.0,14.28,9.11,44.55,17.48
223,t03_analytics,olap,500.0,15.28,9.11,44.83,17.94
224,t03_analytics,olap,500.0,14.9,10.5,43.14,17.77
225,t03_analytics,olap,500.0,14.81,7.7,48.06,17.73
226,t03_analytics,olap,500.0,15.57,6.07,44.0,18.08
227,t03_analytics,olap,500.0,14.85,4.71,44.64,17.74
228,t03_analytics,olap,500.0,14.7,9.21,46.21,17.68
229,t03_analytics,olap,500.0,13.9,6.64,47.89,17.3
230,t03_analytics,olap,500.0,14.3,7.23,44.77,17.49
231,t03_analytics,olap,500.0,16.42,8.06,45.06,18.46
232,t03_analytics,olap,500.0,15.88,9.79,43.22,18.21
233,t03_analytics,olap,500.0,16.75,13.91,51.77,18.6
234,t03_analytics,olap,500.0,19.36,11.72,52.93,19.73
235,t03_analytics,olap,500.0,20.52,7.86,49.9,20.22
236,t03_analytics,olap,500.0,17.49,10.86,39.54,18.93
237,t03_analytics,olap,500.0,16.66,8.77,38.47,18.57
238,t03_analytics,olap,500.0,15.65,8.13,42.77,18.11
239,t03_analytics,olap,500.0,16.2,6.7,43.08,18.36
240,t03_analytics,olap,500.0,13.25,9.84,42.32,16.98
241,t03_analytics,olap,500.0,15.66,8.95,40.07,18.11
242,t03_analytics,olap,500.0,14.93,10.5,46.83,17.78
243,t03_analytics,olap,500.0,13.17,3.26,38.07,16.95
244,t03_analytics,olap,500.0,16.94,8.6,46.94,18.69
245,t03_analytics,olap,500.0,14.77,5.76,48.27,17.71
246,t03_analytics,olap,500.0,14.18,11.48,38.68,17.43
247,t03_analytics,olap,500.0,13.63,12.84,44.11,17.17
248,t03_analytics,olap,500.0,16.67,0.43,40.74,18.57
249,t03_analytics,olap,500.0,16.81,6.97,43.46,18.63
250,t03_analytics,olap,500.0,14.84,11.39,55.94,17.74
251,t03_analytics,olap,500.0,13.59,9.33,40.28,17.15
252,t03_analytics,olap,500.0,14.85,5.69,44.76,17.74
253,t03_analytics,olap,500.0,15.63,12.7,41.53,18.1
254,t03_analytics,olap,500.0,14.07,5.04,48.62,17.38
255,t03_analytics,olap,500.0,16.2,7.03,50.77,18.36
256,t03_analytics,olap,500.0,16.29,3.62,36.64,18.4
257,t03_analytics,olap,500.0,17.43,13.27,59.56,18.91
258,t03_analytics,olap,500.0,13.83,7.21,34.59,17.27
259,t03_analytics,olap,500.0,17.12,6.72,47.23,18.77
260,t03_analytics,olap,500.0,14.96,9.43,45.69,17.8
261,t03_analytics,olap,500.0,18.04,5.88,51.74,19.17
262,t03_analytics,olap,500.0,14.46,4.93,46.67,17.56
263,t03_analytics,olap,500.0,18.67,11.74,44.13,19.44
264,t03_analytics,olap,500.0,15.01,1.99,39.67,17.82
265,t03_analytics,olap,500.0,17.02,11.54,43.52,18.72
266,t03_analytics,olap,500.0,14.44,10.01,40.14,17.55
267,t03_analytics,olap,500.0,16.32,6.06,37.57,18.41
268,t03_analytics,olap,500.0,17.32,9.47,43.86,18.86
269,t03_analytics,olap,500.0,15.92,3.2,39.34,18.23
270,t03_analytics,olap,500.0,16.76,9.16,43.34,18.61
271,t03_analytics,olap,500.0,15.45,9.89,47.28,18.02
272,t03_analytics,olap,500.0,15.71,7.08,31.52,18.14
273,t03_analytics,olap,500.0,17.57,7.17,46.11,18.97
274,t03_analytics,olap,500.0,13.48,11.08,46.66,17.1
275,t03_analytics,olap,500.0,16.66,5.72,42.32,18.56
276,t03_analytics,olap,500.0,17.18,2.02,31.79,18.79
277,t03_analytics,olap,500.0,16.78,14.39,38.71,18.62
278,t03_analytics,olap,500.0,17.81,4.69,42.53,19.07
279,t03_analytics,olap,500.0,19.64,9.21,44.14,19.85
280,t03_analytics,olap,500.0,18.56,9.11,49.83,19.39
281,t03_analytics,olap,500.0,19.3,9.45,44.13,19.71
282,t03_analytics,olap,500.0,17.79,12.09,42.33,19.06
283,t03_analytics,olap,500.0,19.83,5.32,39.18,19.93
284,t03_analytics,olap,500.0,17.98,9.25,44.99,19.14
285,t03_analytics,olap,500.0,15.39,5.1,43.85,17.99
286,t03_analytics,olap,500.0,16.94,4.44,39.03,18.69
287,t03_analytics,olap,500.0,17.6,11.65,41.81,18.98
288,t03_analytics,olap,500.0,17.09,8.69,44.29,18.75
289,t03_analytics,olap,500.0,19.34,6.84,45.94,19.72
290,t03_analytics,olap,500.0,19.57,2.28,44.63,19.82
291,t03_analytics,olap,500.0,18.83,7.34,41.81,19.51
292,t03_analytics,olap,500.0,21.33,10.45,34.43,20.55
293,t03_analytics,olap,500.0,15.66,5.76,45.03,18.12
294,t03_analytics,olap,500.0,19.74,11.48,45.21,19.89
295,t03_analytics,olap,500.0,17.8,10.96,47.83,19.07
296,t03_analytics,olap,500.0,19.58,8.42,44.24,19.83
297,t03_analytics,olap,500.0,16.94,9.73,42.58,18.69
298,t03_analytics,olap,500.0,20.53,9.78,43.45,20.22
299,t03_analytics,olap,500.0,16.0,6.04,47.39,18.27
300,t03_analytics,olap,500.0,20.58,4.88,41.12,20.24
301,t03_analytics,olap,500.0,20.3,12.64,45.98,20.12
302,t03_analytics,olap,500.0,16.97,7.35,45.19,18.7
303,t03_analytics,olap,500.0,18.85,11.3,51.15,19.51
304,t03_analytics,olap,500.0,19.93,8.88,43.68,19.97
305,t03_analytics,olap,500.0,19.83,11.52,48.9,19.93
306,t03_analytics,olap,500.0,19.89,9.7,47.23,19.95
307,t03_analytics,olap,500.0,19.11,7.11,48.45,19.63
308,t03_analytics,olap,500.0,20.69,9.58,44.8,20.28
309,t03_analytics,olap,500.0,19.79,15.12,46.35,19.91
310,t03_analytics,olap,500.0,17.89,14.29,50.67,19.1
311,t03_analytics,olap,500.0,16.62,7.6,48.08,18.55
312,t03_analytics,olap,500.0,18.21,9.78,43.56,19.24
313,t03_analytics,olap,500.0,20.55,13.61,54.96,20.23
314,t03_analytics,olap,500.0,19.95,9.42,46.87,19.98
315,t03_analytics,olap,500.0,17.68,7.59,46.94,19.01
316,t03_analytics,olap,500.0,21.33,16.39,44.14,20.55
317,t03_analytics,olap,500.0,20.5,13.03,38.45,20.21
318,t03_analytics,olap,500.0,19.79,11.19,49.69,19.91
319,t03_analytics,olap,500.0,21.85,11.8,43.32,20.76
320,t03_analytics,olap,500.0,16.84,11.66,48.31,18.65
321,t03_analytics,olap,500.0,20.46,6.33,40.02,20.19
322,t03_analytics,olap,500.0,19.81,11.14,40.41,19.92
323,t03_analytics,olap,500.0,17.59,9.69,56.6,18.97
324,t03_analytics,olap,500.0,18.36,4.87,52.78,19.31
325,t03_analytics,olap,500.0,21.83,13.92,42.35,20.75
326,t03_analytics,olap,500.0,19.08,11.04,45.1,19.61
327,t03_analytics,olap,500.0,19.27,12.97,33.75,19.69
328,t03_analytics,olap,500.0,22.11,15.36,37.16,20.87
329,t03_analytics,olap,500.0,22.21,11.42,54.8,20.91
330,t03_analytics,olap,500.0,20.99,12.04,41.61,20.41
331,t03_analytics,olap,500.0,19.1,3.0,35.05,19.62
332,t03_analytics,olap,500.0,21.57,9.56,33.55,20.65
333,t03_analytics,olap,500.0,20.82,16.66,35.86,20.34
334,t03_analytics,olap,500.0,19.88,12.89,48.66,19.95
335,t03_analytics,olap,500.0,22.45,10.63,35.87,21.0
336,t03_analytics,olap,500.0,21.88,10.06,41.39,20.77
337,t03_analytics,olap,500.0,21.05,15.29,55.19,20.43
338,t03_analytics,olap,500.0,20.75,9.42,44.93,20.31
339,t03_analytics,olap,500.0,19.77,9.18,43.18,19.9
340,t03_analytics,olap,500.0,21.04,9.87,42.81,20.43
341,t03_analytics,olap,500.0,21.96,8.97,46.19,20.8
342,t03_analytics,olap,500.0,21.22,11.05,54.22,20.5
343,t03_analytics,olap,500.0,21.7,9.1,36.59,20.7
344,t03_analytics,olap,500.0,22.37,8.08,37.21,20.97
345,t03_analytics,olap,500.0,25.44,15.69,44.85,22.18
346,t03_analytics,olap,500.0,23.14,12.19,48.19,21.28
347,t03_analytics,olap,500.0,21.35,15.38,46.94,20.55
348,t03_analytics,olap,500.0,21.95,9.0,39.05,20.8
349,t03_analytics,olap,500.0,22.91,12.01,55.09,21.18
350,t03_analytics,olap,500.0,21.42,9.98,40.6,20.59
351,t03_analytics,olap,500.0,23.74,15.19,39.26,21.51
352,t03_analytics,olap,500.0,25.16,14.67,43.85,22.07
353,t03_analytics,olap,500.0,22.33,10.51,39.91,20.95
354,t03_analytics,olap,500.0,24.02,15.94,44.82,21.62
355,t03_analytics,olap,500.0,22.92,13.74,49.51,21.19
356,t03_analytics,olap,500.0,21.66,10.16,39.78,20.68
357,t03_analytics,olap,500.0,23.18,11.47,47.41,21.29
358,t03_analytics,olap,500.0,22.25,11.41,36.03,20.92
359,t03_analytics,olap,500.0,21.7,13.9,39.01,20.7
360,t03_analytics,olap,500.0,20.63,13.5,41.09,20.26
361,t03_analytics,olap,500.0,24.47,15.52,52.88,21.8
362,t03_analytics,olap,500.0,22.14,9.3,46.33,20.88
363,t03_analytics,olap,500.0,25.76,4.08,37.62,22.3
364,t03_analytics,olap,500.0,22.38,12.9,47.59,20.97
365,t03_analytics,olap,500.0,23.85,10.98,49.9,21.56
366,t03_analytics,olap,500.0,23.48,12.42,47.59,21.41
367,t03_analytics,olap,500.0,23.67,10.18,44.05,21.49
368,t03_analytics,olap,500.0,23.73,7.87,37.94,21.51
369,t03_analytics,olap,500.0,24.22,14.82,37.25,21.7
370,t03_analytics,olap,500.0,22.33,15.61,51.5,20.95
371,t03_analytics,olap,500.0,22.64,9.88,41.64,21.08
372,t03_analytics,olap,500.0,24.04,16.1,46.21,21.63
373,t03_analytics,olap,500.0,22.18,14.29,48.99,20.89
374,t03_analytics,olap,500.0,24.55,12.67,42.76,21.83
375,t03_analytics,olap,500.0,22.65,9.08,41.42,21.08
376,t03_analytics,olap,500.0,24.34,12.67,46.53,21.75
377,t03_analytics,olap,500.0,22.74,13.47,50.09,21.12
378,t03_analytics,olap,500.0,27.62,13.11,47.51,23.01
379,t03_analytics,olap,500.0,27.78,15.79,51.41,23.07
380,t03_analytics,olap,500.0,25.03,13.08,45.19,22.02
381,t03_analytics,olap,500.0,24.18,14.17,45.72,21.69
382,t03_analytics,olap,500.0,24.89,16.02,40.81,21.97
383,t03_analytics,olap,500.0,24.61,11.79,46.32,21.86
384,t03_analytics,olap,500.0,25.28,12.68,51.78,22.12
385,t03_analytics,olap,500.0,26.71,14.16,48.44,22.67
386,t03_analytics,olap,500.0,26.29,18.0,48.49,22.51
387,t03_analytics,olap,500.0,24.15,15.33,55.34,21.67
388,t03_analytics,olap,500.0,25.7,14.96,41.88,22.28
389,t03_analytics,olap,500.0,26.21,12.88,43.86,22.48
390,t03_analytics,olap,500.0,24.8,16.69,44.08,21.93
391,t03_analytics,olap,500.0,25.76,18.5,44.9,22.3
392,t03_analytics,olap,500.0,25.92,8.86,49.61,22.36
393,t03_analytics,olap,500.0,25.55,13.6,40.18,22.22
394,t03_analytics,olap,500.0,26.95,9.84,40.49,22.76
395,t03_analytics,olap,500.0,24.13,14.51,39.78,21.67
396,t03_analytics,olap,500.0,27.48,14.8,44.98,22.96
397,t03_analytics,olap,500.0,26.08,13.8,41.86,22.43
398,t03_analytics,olap,500.0,24.6,17.84,45.36,21.85
399,t03_analytics,olap,500.0,26.04,9.53,45.93,22.41
400,t03_analytics,olap,500.0,26.36,12.85,51.21,22.53
401,t03_analytics,olap,500.0,26.2,10.39,34.28,22.47
402,t03_analytics,olap,500.0,29.22,10.57,44.38,23.61
403,t03_analytics,olap,500.0,27.54,13.75,47.43,22.98
404,t03_analytics,olap,500.0,27.31,17.05,36.85,22.9
405,t03_analytics,olap,500.0,27.81,10.43,45.76,23.08
406,t03_analytics,olap,500.0,27.94,16.51,46.32,23.13
407,t03_analytics,olap,500.0,26.99,10.0,39.56,22.77
408,t03_analytics,olap,500.0,30.74,17.05,42.5,24.18
409,t03_analytics,olap,500.0,26.05,17.34,40.62,22.41
410,t03_analytics,olap,500.0,25.0,13.24,31.0,22.01
411,t03_analytics,olap,500.0,27.2,8.03,37.09,22.85
412,t03_analytics,olap,500.0,28.83,13.55,48.22,23.47
413,t03_analytics,olap,500.0,27.13,13.62,42.74,22.83
414,t03_analytics,olap,500.0,26.46,18.43,43.95,22.57
415,t03_analytics,olap,500.0,24.22,16.19,42.85,21.71
416,t03_analytics,olap,500.0,28.39,13.0,37.32,23.3
417,t03_analytics,olap,500.0,29.71,6.62,45.97,23.8
418,t03_analytics,olap,500.0,27.35,17.09,50.24,22.91
419,t03_analytics,olap,500.0,28.14,10.14,42.21,23.21
420,t03_analytics,olap,500.0,28.93,17.07,40.65,23.51
421,t03_analytics,olap,500.0,29.86,12.62,47.5,23.85
422,t03_analytics,olap,500.0,27.86,17.44,48.69,23.1
423,t03_analytics,olap,500.0,28.38,14.88,50.1,23.3
424,t03_analytics,olap,500.0,29.47,10.73,40.95,23.71
425,t03_analytics,olap,500.0,26.56,14.3,40.25,22.61
426,t03_analytics,olap,500.0,30.09,13.68,49.36,23.94
427,t03_analytics,olap,500.0,29.1,11.76,42.03,23.57
428,t03_analytics,olap,500.0,30.35,12.97,42.97,24.03
429,t03_analytics,olap,500.0,30.21,18.37,47.15,23.98
430,t03_analytics,olap,500.0,26.2,15.44,46.62,22.47
431,t03_analytics,olap,500.0,27.33,14.81,45.27,22.9
432,t03_analytics,olap,500.0,26.49,12.17,48.31,22.58
433,t03_analytics,olap,500.0,30.5,15.12,37.08,24.09
