minute,tenant_id,workload_type,sla_ms,qps,cpu_pct,mem_pct,latency_p99_ms
80,t06_media,mixed,150.0,24.1,10.43,47.24,21.66
81,t06_media,mixed,150.0,16.08,1.8,45.99,18.31
82,t06_media,mixed,150.0,16.5,3.23,38.09,18.49
83,t06_media,mixed,150.0,16.01,7.06,43.96,18.28
84,t06_media,mixed,150.0,17.93,9.43,42.33,19.12
85,t06_media,mixed,150.0,15.4,6.43,46.7,18.0
86,t06_media,mixed,150.0,19.89,8.61,49.4,19.95
87,t06_media,mixed,150.0,14.92,10.43,48.2,17.78
88,t06_media,mixed,150.0,18.97,14.51,39.1,19.56
89,t06_media,mixed,150.0,21.7,11.08,51.97,20.7
90,t06_media,mixed,150.0,16.02,6.53,45.69,18.28
91,t06_media,mixed,150.0,11.79,9.17,46.12,16.27
92,t06_media,mixed,150.0,12.82,7.06,43.46,16.78
93,t06_media,mixed,150.0,15.61,5.3,48.62,18.09
94,t06_media,mixed,150.0,19.52,12.04,47.63,19.8
95,t06_media,mixed,150.0,11.83,12.42,42.46,16.28
96,t06_media,mixed,150.0,16.4,3.8,43.28,18.45
97,t06_media,mixed,150.0,18.46,13.93,48.5,19.35
98,t06_media,mixed,150.0,15.14,7.18,40.59,17.88
99,t06_media,mixed,150.0,14.12,7.15,41.88,17.4
100,t06_media,mixed,150.0,12.22,7.27,44.17,16.48
101,t06_media,mixed,150.0,15.46,4.21,44.2,18.03
102,t06_media,mixed,150.0,18.1,13.58,41.21,19.19
103,t06_media,mixed,150.0,17.51,12.72,45.78,18.94
104,t06_media,mixed,150.0,8.77,0.0,30.84,14.64
105,t06_media,mixed,150.0,18.83,12.0,45.15,19.51
106,t06_media,mixed,150.0,14.36,4.35,48.46,17.52
107,t06_media,mixed,150.0,18.15,11.47,42.97,19.22
108,t06_media,mixed,150.0,17.03,9.88,44.94,18.73
109,t06_media,mixed,150.0,14.02,3.1,39.65,17.36
110,t06_media,mixed,150.0,16.21,4.66,32.45,18.37
111,t06_media,mixed,150.0,15.6,8.4,43.98,18.09
112,t06_media,mixed,150.0,20.55,9.07,43.47,20.23
113,t06_media,mixed,150.0,11.38,5.68,35.72,16.05
114,t06_media,mixed,150.0,16.21,2.16,39.02,18.36
115,t06_media,mixed,150.0,19.49,6.57,45.22,19.79
116,t06_media,mixed,150.0,15.66,3.4,34.4,18.11
117,t06_media,mixed,150.0,17.66,7.14,39.75,19.0
118,t06_media,mixed,150.0,17.4,11.28,39.1,18.89
119,t06_media,mixed,150.0,17.91,6.6,41.47,19.11
120,t06_media,mixed,150.0,14.34,6.0,42.08,17.51
121,t06_media,mixed,150.0,17.34,11.14,49.67,18.87
122,t06_media,mixed,150.0,16.92,4.26,44.77,18.68
123,t06_media,mixed,150.0,14.71,8.87,47.81,17.68
124,t06_media,mixed,150.0,9.27,5.31,38.16,14.92
125,t06_media,mixed,150.0,13.45,4.63,38.69,17.08
126,t06_media,mixed,150.0,11.79,5.41,39.46,16.26
127,t06_media,mixed,150.0,14.69,5.07,44.44,17.67
128,t06_media,mixed,150.0,10.57,6.54,42.44,15.63
129,t06_media,mixed,150.0,16.4,5.48,38.4,18.45
130,t06_media,mixed,150.0,15.16,6.86,47.47,17.89
131,t06_media,mixed,150.0,15.89,10.04,49.07,18.22
132,t06_media,mixed,150.0,35.5,13.32,44.54,25.9
133,t06_media,mixed,150.0,23.27,10.19,35.9,21.33
134,t06_media,mixed,150.0,21.76,8.43,42.36,20.72
135,t06_media,mixed,150.0,18.76,6.01,36.8,19.48
136,t06_media,mixed,150.0,18.22,9.6,52.76,19.25
137,t06_media,mixed,150.0,15.81,6.6,44.01,18.18
138,t06_media,mixed,150.0,13.93,6.77,39.74,17.31
139,t06_media,mixed,150.0,57.22,26.42,51.59,33.49
140,t06_media,mixed,150.0,40.17,21.07,47.74,27.56
141,t06_media,mixed,150.0,29.76,16.06,47.86,23.81
142,t06_media,mixed,150.0,25.67,11.65,51.89,22.27
143,t06_media,mixed,150.0,45.66,21.7,49.68,29.48
144,t06_media,mixed,150.0,31.32,18.64,45.88,24.39
145,t06_media,mixed,150.0,26.74,15.05,48.68,22.68
146,t06_media,mixed,150.0,17.73,8.26,40.52,19.04
147,t06_media,mixed,150.0,21.33,14.57,44.45,20.55
148,t06_media,mixed,150.0,13.09,8.43,50.44,16.91
149,t06_media,mixed,150.0,13.57,4.66,38.4,17.14
150,t06_media,mixed,150.0,20.44,7.45,38.39,20.18
151,t06_media,mixed,150.0,25.63,15.43,51.58,22.25
152,t06_media,mixed,150.0,20.27,11.31,46.44,20.11
153,t06_media,mixed,150.0,21.43,9.17,40.75,20.59
154,t06_media,mixed,150.0,19.11,10.52,53.35,19.63
155,t06_media,mixed,150.0,16.59,6.99,51.44,18.54
156,t06_media,mixed,150.0,12.25,8.3,34.47,16.49
157,t06_media,mixed,150.0,21.52,9.04,48.52,20.63
158,t06_media,mixed,150.0,19.41,10.51,50.51,19.75
159,t06_media,mixed,150.0,14.39,7.11,43.69,17.53
160,t06_media,mixed,150.0,17.06,15.08,45.98,18.74
161,t06_media,mixed,150.0,17.44,12.86,47.35,18.91
162,t06_media,mixed,150.0,13.33,9.71,45.77,17.03
163,t06_media,mixed,150.0,13.1,7.06,42.92,16.91
164,t06_media,mixed,150.0,16.0,6.94,46.68,18.27
165,t06_media,mixed,150.0,15.78,6.47,37.82,18.17
166,t06_media,mixed,150.0,11.79,3.26,48.81,16.26
167,t06_media,mixed,150.0,15.3,7.49,42.99,17.95
168,t06_media,mixed,150.0,13.2,1.18,47.72,16.96
169,t06_media,mixed,150.0,11.76,6.36,38.42,16.25
170,t06_media,mixed,150.0,15.13,3.73,39.31,17.87
171,t06_media,mixed,150.0,15.27,8.03,42.56,17.94
172,t06_media,mixed,150.0,11.88,3.64,42.67,16.31
173,t06_media,mixed,150.0,19.41,6.55,41.24,19.75
174,t06_media,mixed,150.0,17.34,6.93,48.7,18.87
175,t06_media,mixed,150.0,16.11,9.76,39.41,18.32
176,t06_media,mixed,150.0,15.28,12.19,52.7,17.94
177,t06_media,mixed,150.0,17.1,8.94,37.78,18.76
178,t06_media,mixed,150.0,17.39,5.75,49.05,18.88
179,t06_media,mixed,150.0,19.34,14.68,41.06,19.72
180,t06_media,mixed,150.0,16.47,10.53,47.12,18.48
181,t06_media,mixed,150.0,17.08,12.83,43.0,18.75
182,t06_media,mixed,150.0,13.55,11.04,45.23,17.13
183,t06_media,mixed,150.0,17.58,10.2,43.09,18.97
184,t06_media,mixed,150.0,36.81,14.13,39.92,26.37
185,t06_media,mixed,150.0,21.59,7.11,46.13,20.65
186,t06_media,mixed,150.0,32.57,14.47,48.54,24.85
187,t06_media,mixed,150.0,23.38,12.58,53.5,21.37
188,t06_media,mixed,150.0,24.54,12.52,50.99,21.83
189,t06_media,mixed,150.0,21.65,10.36,49.41,20.68
190,t06_media,mixed,150.0,20.64,8.78,42.4,20.26
191,t06_media,mixed,150.0,13.43,7.89,34.94,17.07
192,t06_media,mixed,150.0,18.78,7.21,46.23,19.49
193,t06_media,mixed,150.0,16.81,14.25,46.61,18.63
194,t06_media,mixed,150.0,16.95,5.32,38.17,18.69
195,t06_media,mixed,150.0,23.14,11.6,46.4,21.28
196,t06_media,mixed,150.0,18.56,14.16,56.03,19.39
197,t06_media,mixed,150.0,16.94,6.03,46.59,18.69
198,t06_media,mixed,150.0,15.08,6.66,46.03,17.85
199,t06_media,mixed,150.0,13.72,9.02,40.64,17.21
200,t06_media,mixed,150.0,17.4,10.85,48.35,18.89
201,t06_media,mixed,150.0,18.16,11.91,45.8,19.22
202,t06_media,mixed,150.0,19.45,2.21,48.01,19.77
203,t06_media,mixed,150.0,17.35,5.47,39.26,18.87
204,t06_media,mixed,150.0,22.22,10.55,50.57,20.91
205,t06_media,mixed,150.0,20.5,13.95,48.41,20.21
206,t06_media,mixed,150.0,14.64,0.0,33.41,17.65
207,t06_media,mixed,150.0,20.85,7.36,38.16,20.35
208,t06_media,mixed,150.0,16.04,3.54,45.96,18.29
209,t06_media,mixed,150.0,18.22,12.31,47.87,19.25
210,t06_media,mixed,150.0,18.08,9.45,49.58,19.19
211,t06_media,mixed,150.0,39.16,11.68,41.77,27.21
212,t06_media,mixed,150.0,33.76,17.16,44.71,25.28
213,t06_media,mixed,150.0,27.72,18.41,45.64,23.05
214,t06_media,mixed,150.0,24.5,10.63,41.35,21.81
215,t06_media,mixed,150.0,21.47,12.51,44.79,20.61
216,t06_media,mixed,150.0,22.19,16.04,32.85,20.9
217,t06_media,mixed,150.0,17.56,8.49,43.72,18.96
218,t06_media,mixed,150.0,24.61,15.33,40.13,21.86
219,t06_media,mixed,150.0,23.23,18.99,43.87,21.31
220,t06_media,mixed,150.0,24.04,9.03,45.57,21.63
221,t06_media,mixed,150.0,22.34,8.56,33.26,20.96
222,t06_media,mixed,150.0,24.87,14.69,47.65,21.96
223,t06_media,mixed,150.0,16.01,7.46,40.04,18.28
224,t06_media,mixed,150.0,18.5,5.07,42.99,19.37
225,t06_media,mixed,150.0,22.37,12.91,44.64,20.97
226,t06_media,mixed,150.0,23.18,5.89,43.84,21.29
227,t06_media,mixed,150.0,14.89,5.48,39.61,17.76
228,t06_media,mixed,150.0,20.7,11.06,49.26,20.29
229,t06_media,mixed,150.0,20.02,10.58,48.0,20.01
230,t06_media,mixed,150.0,24.88,13.54,38.97,21.96
231,t06_media,mixed,150.0,19.62,9.25,39.75,19.84
232,t06_media,mixed,150.0,23.29,12.42,48.77,21.34
233,t06_media,mixed,150.0,22.28,12.16,49.58,20.93
234,t06_media,mixed,150.0,21.15,7.33,36.13,20.47
235,t06_media,mixed,150.0,18.28,7.61,47.29,19.27
236,t06_media,mixed,150.0,23.48,12.47,49.4,21.41
237,t06_media,mixed,150.0,23.46,10.85,41.35,21.41
238,t06_media,mixed,150.0,23.03,15.39,32.61,21.23
239,t06_media,mixed,150.0,22.81,7.34,41.54,21.15
240,t06_media,mixed,150.0,22.69,8.88,46.34,21.1
241,t06_media,mixed,150.0,18.14,10.09,44.75,19.21
242,t06_media,mixed,150.0,23.07,8.57,43.74,21.25
243,t06_media,mixed,150.0,21.19,8.21,41.43,20.49
244,t06_media,mixed,150.0,25.95,9.46,50.32,22.38
245,t06_media,mixed,150.0,21.45,5.58,42.49,20.6
246,t06_media,mixed,150.0,93.0,46.93,54.45,46.95
247,t06_media,mixed,150.0,64.69,30.5,51.64,36.11
248,t06_media,mixed,150.0,47.9,20.66,33.56,30.25
249,t06_media,mixed,150.0,34.7,21.17,47.4,25.62
250,t06_media,mixed,150.0,33.74,19.84,57.05,25.27
251,t06_media,mixed,150.0,20.71,8.7,48.01,20.29
252,t06_media,mixed,150.0,22.06,6.92,36.87,20.85
253,t06_media,mixed,150.0,24.42,9.18,48.59,21.78
254,t06_media,mixed,150.0,23.78,14.27,47.27,21.53
255,t06_media,mixed,150.0,25.46,18.09,41.05,22.19
256,t06_media,mixed,150.0,24.83,15.69,48.74,21.94
257,t06_media,mixed,150.0,21.96,8.04,51.11,20.81
258,t06_media,mixed,150.0,22.7,7.71,35.83,21.1
259,t06_media,mixed,150.0,23.46,11.9,43.49,21.41
260,t06_media,mixed,150.0,27.93,15.61,52.01,23.13
261,t06_media,mixed,150.0,27.18,13.16,40.98,22.85
262,t06_media,mixed,150.0,23.88,10.81,47.51,21.57
263,t06_media,mixed,150.0,24.1,10.64,44.45,21.66
264,t06_media,mixed,150.0,76.65,40.73,59.84,40.47
265,t06_media,mixed,150.0,56.63,31.1,56.58,33.28
266,t06_media,mixed,150.0,39.57,18.67,45.76,27.35
267,t06_media,mixed,150.0,39.18,20.24,41.09,27.21
268,t06_media,mixed,150.0,27.64,17.69,46.36,23.02
269,t06_media,mixed,150.0,28.8,13.99,47.65,23.46
270,t06_media,mixed,150.0,24.01,10.32,50.89,21.62
271,t06_media,mixed,150.0,24.47,12.08,53.53,21.8
272,t06_media,mixed,150.0,30.05,17.57,50.96,23.92
273,t06_media,mixed,150.0,26.45,11.93,43.57,22.57
274,t06_media,mixed,150.0,20.98,11.68,50.36,20.4
275,t06_media,mixed,150.0,24.87,14.03,49.22,21.96
276,t06_media,mixed,150.0,33.05,19.13,41.08,25.02
277,t06_media,mixed,150.0,35.45,19.48,49.5,25.89
278,t06_media,mixed,150.0,27.53,9.59,45.88,22.98
279,t06_media,mixed,150.0,30.81,16.81,40.68,24.2
280,t06_media,mixed,150.0,31.06,16.29,47.39,24.3
281,t06_media,mixed,150.0,29.83,15.77,46.38,23.84
282,t06_media,mixed,150.0,26.51,10.71,38.17,22.59
283,t06_media,mixed,150.0,28.71,15.62,55.08,23.42
284,t06_media,mixed,150.0,28.02,12.73,46.93,23.16
285,t06_media,mixed,150.0,27.5,16.06,40.92,22.97
286,t06_media,mixed,150.0,28.77,20.11,42.38,23.45
287,t06_media,mixed,150.0,34.81,14.89,38.11,25.66
288,t06_media,mixed,150.0,27.67,9.05,45.85,23.03
289,t06_media,mixed,150.0,29.73,17.89,46.17,23.81
290,t06_media,mixed,150.0,27.68,11.38,37.18,23.03
291,t06_media,mixed,150.0,27.37,15.49,48.84,22.92
292,t06_media,mixed,150.0,31.7,17.02,56.14,24.53
293,t06_media,mixed,150.0,30.98,17.26,38.05,24.27
294,t06_media,mixed,150.0,28.42,12.7,43.46,23.32
295,t06_media,mixed,150.0,26.41,11.8,44.81,22.55
296,t06_media,mixed,150.0,28.26,16.24,46.33,23.25
297,t06_media,mixed,150.0,28.59,10.2,44.29,23.38
298,t06_media,mixed,150.0,32.58,17.83,40.48,24.85
299,t06_media,mixed,150.0,32.95,11.6,46.5,24.99
300,t06_media,mixed,150.0,32.92,15.22,38.34,24.98
301,t06_media,mixed,150.0,31.56,17.02,50.7,24.48
302,t06_media,mixed,150.0,34.83,18.89,47.39,25.66
303,t06_media,mixed,150.0,34.45,16.03,46.86,25.53
304,t06_media,mixed,150.0,34.94,14.59,45.07,25.71
305,t06_media,mixed,150.0,33.26,18.4,52.13,25.1
306,t06_media,mixed,150.0,34.2,17.54,45.08,25.44
307,t06_media,mixed,150.0,28.02,12.42,38.89,23.16
308,t06_media,mixed,150.0,35.3,15.81,55.95,25.83
309,t06_media,mixed,150.0,32.5,15.16,46.18,24.82
310,t06_media,mixed,150.0,32.29,13.11,48.0,24.74
311,t06_media,mixed,150.0,29.31,16.38,38.02,23.65
312,t06_media,mixed,150.0,32.46,14.85,42.71,24.81
313,t06_media,mixed,150.0,32.08,22.4,42.98,24.67
314,t06_media,mixed,150.0,32.1,11.65,38.42,24.68
315,t06_media,mixed,150.0,33.69,18.71,46.05,25.25
316,t06_media,mixed,150.0,29.78,15.37,52.65,23.82
317,t06_media,mixed,150.0,44.05,20.75,43.31,28.92
318,t06_media,mixed,150.0,40.06,19.7,46.19,27.52
319,t06_media,mixed,150.0,36.59,16.59,51.33,26.29
320,t06_media,mixed,150.0,35.26,16.07,42.79,25.82
321,t06_media,mixed,150.0,31.04,15.52,40.75,24.29
322,t06_media,mixed,150.0,32.93,18.31,48.39,24.98
323,t06_media,mixed,150.0,34.78,17.15,41.83,25.64
324,t06_media,mixed,150.0,34.55,16.94,52.36,25.56
325,t06_media,mixed,150.0,32.57,16.92,40.6,24.85
326,t06_media,mixed,150.0,33.02,19.42,47.69,25.01
327,t06_media,mixed,150.0,34.45,16.12,52.87,25.53
328,t06_media,mixed,150.0,35.24,15.94,51.37,25.81
329,t06_media,mixed,150.0,34.65,24.12,52.26,25.6
330,t06_media,mixed,150.0,38.01,17.4,43.52,26.8
331,t06_media,mixed,150.0,39.59,20.68,47.77,27.36
332,t06_media,mixed,150.0,33.04,19.76,45.77,25.02
333,t06_media,mixed,150.0,38.82,16.68,48.43,27.08
334,t06_media,mixed,150.0,46.32,26.23,43.6,29.71
335,t06_media,mixed,150.0,39.46,18.08,46.72,27.31
336,t06_media,mixed,150.0,31.49,14.53,46.8,24.45
337,t06_media,mixed,150.0,39.18,26.15,55.32,27.21
338,t06_media,mixed,150.0,28.7,17.87,50.7,23.42
339,t06_media,mixed,150.0,34.27,19.26,47.1,25.46
340,t06_media,mixed,150.0,38.5,28.24,54.68,26.97
341,t06_media,mixed,150.0,32.78,11.23,47.01,24.93
342,t06_media,mixed,150.0,38.08,19.46,49.82,26.82
343,t06_media,mixed,150.0,39.61,21.05,53.7,27.36
344,t06_media,mixed,150.0,43.56,19.06,38.05,28.75
345,t06_media,mixed,150.0,44.54,19.95,39.07,29.09
346,t06_media,mixed,150.0,36.03,18.52,45.03,26.09
347,t06_media,mixed,150.0,41.29,19.51,45.43,27.95
348,t06_media,mixed,150.0,42.99,19.64,50.64,28.55
349,t06_media,mixed,150.0,42.57,25.29,49.24,28.4
350,t06_media,mixed,150.0,38.48,18.38,54.88,26.97
351,t06_media,mixed,150.0,39.77,21.14,40.69,27.42
352,t06_media,mixed,150.0,37.5,20.94,48.4,26.62
353,t06_media,mixed,150.0,37.63,18.8,42.19,26.66
354,t06_media,mixed,150.0,39.32,18.92,48.4,27.26
355,t06_media,mixed,150.0,40.29,17.93,38.27,27.6
356,t06_media,mixed,150.0,40.54,21.65,44.47,27.69
357,t06_media,mixed,150.0,43.42,24.4,49.38,28.7
358,t06_media,mixed,150.0,33.38,11.93,45.82,25.14
359,t06_media,mixed,150.0,43.15,20.23,43.66,28.6
360,t06_media,mixed,150.0,41.5,19.05,48.95,28.03
361,t06_media,mixed,150.0,39.52,21.14,48.94,27.33
362,t06_media,mixed,150.0,35.09,21.11,45.97,25.76
363,t06_media,mixed,150.0,46.8,22.87,50.45,29.87
364,t06_media,mixed,150.0,46.16,21.22,48.56,29.65
365,t06_media,mixed,150.0,46.92,16.91,51.9,29.91
366,t06_media,mixed,150.0,46.49,25.17,56.13,29.76
367,t06_media,mixed,150.0,45.32,26.13,51.95,29.36
368,t06_media,mixed,150.0,44.93,27.65,52.2,29.22
369,t06_media,mixed,150.0,44.15,23.19,54.33,28.95
370,t06_media,mixed,150.0,43.8,17.38,43.58,28.83
371,t06_media,mixed,150.0,38.5,17.05,51.14,26.97
372,t06_media,mixed,150.0,43.8,16.39,47.23,28.83
373,t06_media,mixed,150.0,40.44,24.21,50.06,27.65
374,t06_media,mixed,150.0,45.08,25.0,44.11,29.28
375,t06_media,mixed,150.0,41.5,17.58,59.23,28.02
376,t06_media,mixed,150.0,40.85,22.09,47.15,27.8
377,t06_media,mixed,150.0,42.47,20.51,46.0,28.36
378,t06_media,mixed,150.0,44.63,19.63,51.83,29.12
379,t06_media,mixed,150.0,62.63,28.56,48.06,35.39
380,t06_media,mixed,150.0,58.45,27.87,43.26,33.92
381,t06_media,mixed,150.0,53.47,29.08,64.6,32.18
382,t06_media,mixed,150.0,51.21,27.18,56.16,31.4
383,t06_media,mixed,150.0,45.65,18.75,47.15,29.47
384,t06_media,mixed,150.0,44.35,22.84,52.53,29.02
385,t06_media,mixed,150.0,45.88,21.74,35.94,29.55
386,t06_media,mixed,150.0,43.65,21.53,58.41,28.78
387,t06_media,mixed,150.0,47.53,20.95,57.03,30.13
388,t06_media,mixed,150.0,42.8,18.67,45.51,28.48
389,t06_media,mixed,150.0,48.23,20.63,48.6,30.37
390,t06_media,mixed,150.0,48.51,24.53,50.12,30.47
391,t06_media,mixed,150.0,52.26,26.21,46.08,31.76
392,t06_media,mixed,150.0,48.2,22.33,56.55,30.36
393,t06_media,mixed,150.0,47.3,21.84,51.71,30.04
394,t06_media,mixed,150.0,47.08,19.98,39.67,29.97
395,t06_media,mixed,150.0,48.31,26.57,45.67,30.39
396,t06_media,mixed,150.0,46.94,18.81,44.81,29.92
397,t06_media,mixed,150.0,49.84,24.92,52.4,30.93
398,t06_media,mixed,150.0,48.63,24.3,41.7,30.51
399,t06_media,mixed,150.0,45.3,22.56,36.75,29.35
400,t06_media,mixed,150.0,45.76,17.05,47.91,29.51
401,t06_media,mixed,150.0,47.95,30.31,55.05,30.27
402,t06_media,mixed,150.0,49.0,23.47,42.99,30.63
403,t06_media,mixed,150.0,48.51,23.7,57.15,30.46
404,t06_media,mixed,150.0,50.4,23.3,49.37,31.12
405,t06_media,mixed,150.0,46.4,21.82,39.54,29.73
406,t06_media,mixed,150.0,48.98,25.4,52.44,30.63
407,t06_media,mixed,150.0,51.06,23.58,52.55,31.35
408,t06_media,mixed,150.0,44.53,22.65,45.96,29.08
409,t06_media,mixed,150.0,57.15,32.95,54.16,33.46
410,t06_media,mixed,150.0,60.05,29.84,50.12,34.48
411,t06_media,mixed,150.0,54.92,26.18,52.25,32.69
412,t06_media,mixed,150.0,52.97,28.23,48.63,32.01
413,t06_media,mixed,150.0,52.13,32.77,51.63,31.72
414,t06_media,mixed,150.0,62.13,30.68,49.36,35.21
415,t06_media,mixed,150.0,59.22,27.16,58.19,34.18
416,t06_media,mixed,150.0,51.17,27.55,50.3,31.39
417,t06_media,mixed,150.0,54.07,29.28,50.05,32.39
418,t06_media,mixed,150.0,52.99,26.26,47.3,32.02
419,t06_media,mixed,150.0,53.85,32.29,57.78,32.31
420,t06_media,mixed,150.0,49.71,28.93,48.14,30.88
421,t06_media,mixed,150.0,54.37,30.98,58.61,32.49
422,t06_media,mixed,150.0,50.34,27.42,48.75,31.1
423,t06_media,mixed,150.0,55.32,27.9,46.72,32.82
424,t06_media,mixed,150.0,56.25,25.68,42.55,33.15
425,t06_media,mixed,150.0,52.49,21.06,45.81,31.84
426,t06_media,mixed,150.0,56.34,25.33,43.0,33.18
427,t06_media,mixed,150.0,55.56,24.0,40.64,32.91
428,t06_media,mixed,150.0,58.73,30.33,46.4,34.01
429,t06_media,mixed,150.0,53.09,22.95,46.5,32.05
430,t06_media,mixed,150.0,54.71,26.43,62.9,32.61
431,t06_media,mixed,150.0,57.24,29.82,39.4,33.5
432,t06_media,mixed,150.0,58.22,27.21,45.53,33.84
433,t06_media,mixed,150.0,57.63,27.0,57.25,33.63
434,t06_media,mixed,150.0,52.91,33.06,54.41,31.99
435,t06_media,mixed,150.0,57.58,29.2,49.59,33.61
436,t06_media,mixed,150.0,54.58,27.75,47.52,32.57
437,t06_media,mixed,150.0,60.92,28.52,60.06,34.78
438,t06_media,mixed,150.0,63.2,29.64,43.03,35.59
439,t06_media,mixed,150.0,59.15,28.41,61.71,34.16
440,t06_media,mixed,150.0,57.52,29.47,50.25,33.59
441,t06_media,mixed,150.0,60.62,31.14,57.35,34.68
442,t06_media,mixed,150.0,58.29,29.8,55.73,33.86
443,t06_media,mixed,150.0,60.14,27.01,41.35,34.51
444,t06_media,mixed,150.0,65.46,33.26,64.01,36.39
445,t06_media,mixed,150.0,62.27,33.55,61.36,35.26
446,t06_media,mixed,150.0,55.84,29.35,47.73,33.01
447,t06_media,mixed,150.0,62.34,26.85,53.24,35.28
